symbol,log2FC,p_value_neg,p_value_pos,p_value_twosided
ANK1,0.382022224,0.159723394,0.666698949,0.326962866
MAGED2,0.381986124,0.415861750,0.730800062,0.755387817
IFT52,0.381945831,0.280573869,0.746005744,0.550760416
FABP4,0.381903642,0.456858870,0.617069183,0.705623743
CTAGE9,0.381784740,0.537021691,0.311555013,0.381423655
PTPN13,0.381441790,0.361360517,0.651104770,0.621675276
ARHGDIB,0.381046591,0.279142965,0.913060860,0.833167109
CYBB,0.381032721,0.486765856,0.563409463,0.566952213
SCG5,0.380954203,0.302228166,0.912341185,0.835304467
NUDCD1,0.380896030,0.537886842,0.741482369,0.952845961
MCOLN1,0.380894162,0.344624822,0.734418560,0.628445684
FAF2,0.380802870,0.074079801,0.887372369,0.238669047
PLEKHA7,0.380728165,0.446967910,0.864563315,0.969686374
39326,0.380635829,0.393688574,0.884519107,0.942051082
ARHGEF9,0.380630142,0.286046391,0.497900334,0.284319890
C19orf81,0.380596078,0.435741835,0.762888496,0.804499610
NKRF,0.380528498,0.498295456,0.676399545,0.784575153
ARFGEF1,0.380484903,0.226715020,0.815634201,0.488398439
CALCOCO1,0.380406616,0.197811628,0.883337018,0.501353312
PSAP,0.380338557,0.422832859,0.342578073,0.276234828
SETD6,0.380325573,0.543078276,0.706403755,0.922469501
MSANTD1,0.380224772,0.438214655,0.762476126,0.902874953
TMIGD1,0.380210674,0.472011014,0.754342236,0.857744320
PLCH2,0.380209209,0.367257164,0.673130439,0.569056968
GNB5,0.380168521,0.547733799,0.247290481,0.375481704
MOB2,0.380125641,0.466786594,0.839398850,0.947108313
C19orf43,0.379896471,0.332883437,0.927928821,0.893891572
VRK2,0.379888317,0.358853125,0.786020882,0.688177939
ODF3L1,0.379878200,0.383935904,0.826676012,0.813370148
APC2,0.379857181,0.313592899,0.759149491,0.595193024
ATG7,0.379828894,0.253958138,0.786068188,0.531846900
APP,0.379822131,0.543935811,0.663056890,0.866956778
ADAM15,0.379783502,0.427344550,0.869745770,0.958615964
OR2A7,0.379576795,0.410455899,0.365547763,0.270558871
ATP1B4,0.379489896,0.532280118,0.500115780,0.547753120
CSGALNACT1,0.379437211,0.265699882,0.527274440,0.266698250
MS4A14,0.378940024,0.151604348,0.926488635,0.574533320
HEATR6,0.378930260,0.321885061,0.724011569,0.614337040
TRIM31,0.378682338,0.271446458,0.824045959,0.618583397
NCS1,0.378633802,0.498304070,0.640439674,0.761224304
ZNF286A,0.378608851,0.311524478,0.803365258,0.709091829
USP27X,0.378426454,0.101394210,0.850324177,0.358483762
RPSA,0.378267323,0.498689587,0.793806173,0.967655801
CDH8,0.378249772,0.147961060,0.798097706,0.346660202
EXOC6B,0.378024613,0.462348457,0.744822857,0.803670470
HDAC8,0.377981226,0.202881653,0.848400720,0.535202364
OR5P2,0.377698522,0.681347885,0.674498946,0.987476657
ACER2,0.377659400,0.494538429,0.639609589,0.705257094
IFI27L2,0.377626603,0.362751070,0.851086535,0.839400318
RNASE3,0.377407097,0.413574718,0.829647720,0.881940255
H2AFJ,0.377396409,0.394483084,0.670443275,0.592957162
KLHL6,0.377354643,0.160438654,0.903405843,0.550125463
DMRTA1,0.377223605,0.203994882,0.957020848,0.712494045
BRD8,0.377174395,0.259732607,0.879644137,0.707648290
KRTAP5-2,0.377074616,0.440720148,0.803684897,0.871953050
AMACR,0.376908550,0.221927058,0.758315013,0.434198305
CAMK2B,0.376865780,0.482778608,0.827220241,0.974794290
SRSF1,0.376663468,0.349390234,0.816373783,0.705619007
SSH2,0.376499455,0.242573444,0.773662267,0.501142017
ATE1,0.376405557,0.404740840,0.700463132,0.650478903
PNLDC1,0.376366557,0.387649155,0.580404731,0.548828100
SSR1,0.376350272,0.292606786,0.574971418,0.341761555
OPHN1,0.376343423,0.236896397,0.896202583,0.695936535
ERLIN1,0.376328471,0.476853397,0.758448826,0.884188974
RPL17,0.376227733,0.348790863,0.798564417,0.764078793
SNX25,0.375755986,0.084221819,0.930809691,0.337270892
SAMD13,0.375574692,0.442657087,0.815186059,0.913203532
OR51G1,0.375298765,0.379149591,0.708452008,0.746424145
FAM173A,0.375201029,0.194815224,0.841213583,0.521293461
MYT1L,0.375082408,0.648112796,0.528658994,0.817567552
UNC45A,0.375055323,0.176003613,0.800932655,0.441913686
USP25,0.374994939,0.271182410,0.918959361,0.822502702
SSX7,0.374842913,0.115077444,0.856302951,0.326258763
UBFD1,0.374822786,0.419451162,0.801293277,0.811973776
CRYAA,0.374819535,0.399103610,0.869943186,0.911153243
PADI2,0.374731776,0.470148152,0.829912399,0.938736303
OTOGL,0.374714875,0.284822265,0.561471257,0.349925148
NANP,0.374696746,0.136855492,0.823820486,0.283363338
MX1,0.374627831,0.469124430,0.707386124,0.762384712
TRIM7,0.374624473,0.488295207,0.659188520,0.720542520
LMO3,0.374591226,0.343046851,0.812758665,0.749124744
EIF4E,0.374587538,0.287511099,0.805459940,0.686093473
CDK11B,0.374279861,0.418610271,0.858598275,0.912978162
STX3,0.374268527,0.322848943,0.901840114,0.858698099
AKNAD1,0.374046106,0.217550680,0.916858713,0.737793727
TRRAP,0.374002720,0.193225198,0.811220323,0.401237438
MANBA,0.373851087,0.252985288,0.787493216,0.496295995
VN1R5,0.373796360,0.235794390,0.439443383,0.185371048
MFSD6,0.373575228,0.096196253,0.465929909,0.073075926
PPM1H,0.373395881,0.547913203,0.562038066,0.724835528
ZNF627,0.373264278,0.153585031,0.847369935,0.507565534
CCDC112,0.373131140,0.229768700,0.725691113,0.434067481
STAG2,0.373129563,0.230832878,0.809402916,0.525176730
SOHLH1,0.372970853,0.407526413,0.890122147,0.950409072
C3orf62,0.372911873,0.203965896,0.643475982,0.356558430
SEZ6,0.372727534,0.389743350,0.822897173,0.845565671
PCLO,0.372683664,0.395111617,0.856220595,0.897368746
HPS1,0.372631937,0.434561675,0.803220611,0.856268475
GSG1,0.372547281,0.359397612,0.583675243,0.439512031
TMEM65,0.372347993,0.452647037,0.864456704,0.970240972
RNF31,0.372320363,0.324956212,0.694294730,0.650392982
NDUFB11,0.372305899,0.393874688,0.744059584,0.706025481
RNGTT,0.372110530,0.400194420,0.869858785,0.946090580
PRR14,0.372038955,0.168797584,0.962192239,0.638431941
TMEM110-MUSTN1,0.372008624,0.663959562,0.367095036,0.653381032
NBPF12,0.371878369,0.128294989,0.888304434,0.437781441
TMPRSS6,0.371839311,0.480790898,0.492982436,0.467866301
FOS,0.371834580,0.537301685,0.786956329,0.972487820
OTOG,0.371821021,0.312104481,0.858428292,0.864383199
CCRL2,0.371790446,0.475096687,0.741319905,0.884772150
GNA12,0.371597315,0.585029146,0.647482808,0.864915830
OR2T34,0.371432300,0.309466576,0.835659222,0.736198967
THUMPD3,0.371392341,0.415166690,0.756862636,0.763098891
MAP7D2,0.370857742,0.209880759,0.693625401,0.383333677
B3GALNT2,0.370764382,0.475439874,0.731395131,0.814830060
POLR3G,0.370729035,0.160205733,0.958460964,0.618360699
STK32C,0.370120364,0.308815836,0.916050473,0.869018560
PMFBP1,0.370066620,0.403061562,0.648542523,0.631634267
HIGD2A,0.369960353,0.435492999,0.329608274,0.290028779
ZNF148,0.369931340,0.544542476,0.650782823,0.849553358
GOLGA8R,0.369749173,0.439241831,0.817099077,0.884903704
STAM2,0.369708816,0.408890862,0.691902654,0.647866774
PSME2,0.369638408,0.383229120,0.875057124,0.934050464
VIT,0.369608438,0.353236299,0.647203382,0.510905474
NIPSNAP3B,0.369597896,0.404830687,0.822087380,0.892504227
TRPC6,0.369569761,0.428125733,0.834954677,0.902322077
SLITRK2,0.369535218,0.342083335,0.771534808,0.679694389
FMO2,0.369520340,0.166276147,0.813860483,0.418903956
NUDT18,0.369496329,0.212650151,0.798650727,0.489929368
ST5,0.369482219,0.533135279,0.723559736,0.880970840
FAM32A,0.369463631,0.462865394,0.806976962,0.942127437
C12orf10,0.369445057,0.480624130,0.715030130,0.861608196
ZNF343,0.369185653,0.082066150,0.257053819,0.028491990
NDEL1,0.369034567,0.595977942,0.627065721,0.871526958
RBM26,0.369020040,0.275407377,0.681747287,0.466821486
SAR1B,0.368969800,0.346857608,0.622376830,0.469854548
ANO7,0.368795043,0.579313268,0.716665371,0.963314531
S100A8,0.368749943,0.357919075,0.719122557,0.651241780
TMEM61,0.368747101,0.367171119,0.766290235,0.712381425
PAK1,0.368708201,0.314735002,0.762163849,0.579069101
COX19,0.368667824,0.267475290,0.932408213,0.817377967
LRRC72,0.368644875,0.452616916,0.833933551,0.950979009
IGSF10,0.368541467,0.635312993,0.453963186,0.677041984
EML2,0.368270720,0.425066623,0.880590473,0.959776191
PVRL2,0.368152768,0.229338846,0.870647590,0.664202259
TNFAIP3,0.368140083,0.351322464,0.892065688,0.878629965
FAM117A,0.368137946,0.200480339,0.937677688,0.696147213
SPAG17,0.368109623,0.497244074,0.606736760,0.674907454
FLRT2,0.368084180,0.261621340,0.816869260,0.608361586
SMARCC1,0.368041976,0.169900947,0.932023513,0.637001182
REXO2,0.367939437,0.293705820,0.735717352,0.558551815
GPR119,0.367868661,0.120056088,0.810449326,0.292694119
WFDC10A,0.367845873,0.307001445,0.937550690,0.866995683
ELMOD1,0.367834927,0.290164047,0.916730891,0.847185152
PENK,0.367815832,0.362690820,0.552546327,0.436284483
ZNF597,0.367613350,0.311069367,0.642423547,0.424611135
CGNL1,0.367608816,0.521043756,0.750124403,0.906194035
PRSS45,0.367587065,0.307018148,0.610927421,0.455018959
LGALS1,0.367521728,0.483946767,0.716414650,0.866097903
GIN1,0.367271485,0.237398905,0.793710306,0.543309067
C9orf47,0.367129046,0.676448116,0.600313422,0.924900315
TCF21,0.367078316,0.263392232,0.790010362,0.553667724
CTDSP1,0.367075630,0.136753752,0.757638903,0.275257140
STMN1,0.367068587,0.241121672,0.896651349,0.694451820
AQP8,0.366907963,0.301308157,0.841294367,0.710328272
VAX2,0.366897178,0.412176358,0.765755980,0.794875285
C14orf79,0.366871782,0.296894440,0.763190395,0.585513124
PDXP,0.366800529,0.389684618,0.638198777,0.547238594
PLOD3,0.366781771,0.163901551,0.956447417,0.627096134
SPRR3,0.366739312,0.525825920,0.718712576,0.880190403
C10orf111,0.366723173,0.520639656,0.752939893,0.908826177
EZR,0.366683470,0.181445187,0.816090835,0.432047672
NEK1,0.366628867,0.185448823,0.968515263,0.675044390
FGF7,0.366567859,0.432469731,0.803559570,0.891480752
METTL23,0.366555406,0.343440399,0.735098459,0.630243885
SCRIB,0.366520845,0.127481638,0.843789614,0.300052704
SYT10,0.366424736,0.325095802,0.884284123,0.798611016
C17orf102,0.366274716,0.208511993,0.855628742,0.665863012
ZNF689,0.366134436,0.323493349,0.900276426,0.841007531
JUNB,0.366125128,0.334527635,0.897704450,0.860943309
LINGO2,0.365881366,0.447657798,0.540136412,0.495205786
C9orf170,0.365749117,0.414334936,0.743926910,0.781198841
HES3,0.365702465,0.341815843,0.754325954,0.688343354
RECQL5,0.365691516,0.434992665,0.767660770,0.823825856
PPP1R35,0.365644837,0.362369324,0.762983382,0.703437025
SIAH3,0.365549099,0.213513681,0.856742686,0.589911151
PLEK,0.365364078,0.069522844,0.867986385,0.224065705
RUNX2,0.365355607,0.485144212,0.723449921,0.853730569
PDGFRL,0.365315683,0.147265966,0.753993292,0.265738405
RPS21,0.365109015,0.266017320,0.808456849,0.576150981
MARCH4,0.365067531,0.431270994,0.846276301,0.908869476
IRX1,0.365058388,0.529621999,0.787410004,0.971863090
BTG3,0.365002886,0.362279689,0.645007447,0.508888437
GPD1L,0.364949417,0.235206146,0.862481090,0.669582736
IL4R,0.364768964,0.424854641,0.533157720,0.449216810
PLCXD3,0.364646452,0.149833793,0.869061939,0.413684935
POTEB,0.364465812,0.332110186,0.725115091,0.620620211
SCN11A,0.364413634,0.263515854,0.719039080,0.434106044
MMD2,0.364340412,0.183009653,0.841506830,0.533987940
TMBIM1,0.364297307,0.224940325,0.731452982,0.415141741
FEM1A,0.364258819,0.433908988,0.823560253,0.897769088
GNG10,0.364244538,0.312471835,0.852095434,0.710981871
ETV1,0.364077681,0.397588352,0.669757123,0.641983597
BPNT1,0.364032863,0.387466113,0.831323625,0.824815159
MB21D2,0.363696799,0.374648220,0.876083505,0.915168673
TAS2R14,0.363558151,0.409095912,0.715933526,0.721935548
VBP1,0.363557602,0.498411183,0.706573838,0.817030738
ZNF446,0.363472519,0.518030101,0.774625992,0.941166157
MORN4,0.363410091,0.454582858,0.797666871,0.898518908
ZNF787,0.363317002,0.300256166,0.818717294,0.766751427
RBAK-RBAKDN,0.363295489,0.360465062,0.826757341,0.832031688
C17orf78,0.363269720,0.333421835,0.575668546,0.391110068
NEK11,0.363252021,0.455850630,0.683856582,0.704829217
STON2,0.363233255,0.102669879,0.753264396,0.160688381
POLR2H,0.363216113,0.399849742,0.883654430,0.937541787
PLD1,0.363177947,0.424234488,0.831428368,0.876860992
DES,0.363083822,0.356575082,0.888682556,0.881078910
CGB,0.363074243,0.284051391,0.906418700,0.780538636
MTRNR2L6,0.362814376,0.230015866,0.932195746,0.759601436
CES3,0.362790211,0.287415829,0.846605571,0.696454776
LHFPL5,0.362646825,0.500817658,0.776201877,0.919427374
DOCK5,0.362593457,0.519445750,0.412663041,0.514097963
TMEM50B,0.362458997,0.409416362,0.854182163,0.926358277
CPVL,0.362247172,0.335000404,0.913514648,0.895910564
ATPAF1,0.362244968,0.401828275,0.866467580,0.929726354
CFAP46,0.362197772,0.499940693,0.697201354,0.802681671
NT5DC1,0.362169893,0.284158019,0.835325829,0.769392363
MGAT3,0.362156066,0.721311849,0.478517704,0.829124926
FOXRED2,0.361621828,0.633080190,0.661191342,0.949294211
SPATA31C1,0.361590866,0.284404161,0.829593876,0.618444413
CNBP,0.361437091,0.263306202,0.949796189,0.811492039
SSSCA1,0.361418986,0.341893789,0.775757728,0.675964707
CCDC36,0.361315777,0.422880616,0.855082834,0.927921205
OR8D1,0.361229026,0.210135825,0.798916508,0.493344701
PDCD4,0.360840548,0.531766293,0.782348083,0.983836222
NPDC1,0.360817462,0.206624310,0.936624752,0.717534430
SORBS3,0.360750192,0.181080470,0.714433664,0.280897248
MRPS22,0.360727258,0.515922024,0.526213095,0.629779869
CWF19L1,0.360671673,0.432505380,0.775656098,0.830842388
TMEM69,0.360629708,0.557587431,0.752609830,0.954223795
UBE2K,0.360539554,0.329941239,0.871732551,0.834741091
NABP1,0.360487468,0.353127146,0.579890918,0.405695673
ATXN2L,0.360441214,0.598152004,0.417294481,0.586563867
AZIN2,0.360332613,0.190467248,0.679227748,0.378897246
SPG21,0.360284377,0.278182551,0.707499326,0.476759864
FILIP1L,0.360186640,0.370518789,0.433550448,0.386767825
RBMXL1,0.360157989,0.435525783,0.845508077,0.913577145
CTPS2,0.360134854,0.160085914,0.688803267,0.282990136
ASB13,0.360038307,0.260054653,0.952276822,0.806810241
ERVV-2,0.360020320,0.271476271,0.606049518,0.324924704
LMCD1,0.359953039,0.158105212,0.827291152,0.417397951
TAF7,0.359869811,0.170997739,0.858298522,0.397666876
AGGF1,0.359868934,0.554236584,0.394396621,0.465495965
C9orf16,0.359832113,0.512730084,0.814639400,0.987588083
ATPIF1,0.359806585,0.158439061,0.956814846,0.614129848
C10orf2,0.359753705,0.534346896,0.731783420,0.915786486
ZNF37A,0.359474999,0.423675730,0.790763273,0.843099037
WDFY4,0.359472119,0.535439541,0.613912625,0.738473507
SNX13,0.359437919,0.217682519,0.837006944,0.483200331
SLC27A6,0.359265573,0.274745291,0.883112194,0.742806205
RETNLB,0.358995598,0.176351940,0.861390539,0.510963255
CACTIN,0.358923677,0.268907205,0.937406014,0.819369532
MRPS16,0.358781939,0.169858833,0.963300657,0.640854053
MOB4,0.358512078,0.154941853,0.668887741,0.263805616
ZNHIT1,0.358251141,0.482502029,0.673414790,0.762776888
FIGNL1,0.358130020,0.307560615,0.844305539,0.730418867
PTRH1,0.357682401,0.304628023,0.684394417,0.514600212
CDC73,0.357628333,0.542131005,0.653110306,0.832050428
DDX10,0.357603575,0.405990582,0.659008808,0.587250494
PCP2,0.357298615,0.482885890,0.803095878,0.940359980
COL9A3,0.357168747,0.091669364,0.916387891,0.338256240
TVP23C,0.357079759,0.494604785,0.666365023,0.757049060
OR13D1,0.357040718,0.400942624,0.534582585,0.460929818
PGPEP1,0.357030505,0.339130149,0.912819239,0.899773379
USHBP1,0.357013701,0.411662589,0.729680875,0.765650285
OR2D2,0.356817473,0.323511095,0.911490649,0.878927156
ADAM17,0.356816757,0.459346781,0.505635969,0.471026709
KIF5C,0.356802057,0.143502659,0.748288141,0.232852888
BOLL,0.356736779,0.319639053,0.816175496,0.713995588
TBKBP1,0.356732444,0.216856299,0.860229859,0.543617774
KDM4E,0.356695455,0.089020476,0.825259916,0.230529664
ACD,0.356675640,0.639151058,0.648410936,0.922957291
ZNF565,0.356667412,0.279143685,0.782224891,0.529241952
WLS,0.356565601,0.248750196,0.822590533,0.662109083
C15orf32,0.356562895,0.315111431,0.804015027,0.622025397
ATG4B,0.356423809,0.314028056,0.531855147,0.332336609
C17orf50,0.356375365,0.577159123,0.523364527,0.743063334
LTF,0.356318218,0.360099731,0.738614461,0.628903414
CD163L1,0.356199096,0.101630707,0.926146362,0.404594337
CHAF1B,0.356190537,0.408005767,0.766598489,0.877785458
CDSN,0.356119185,0.571918826,0.712738409,0.933917887
KRTAP25-1,0.356091898,0.269937309,0.576253398,0.352055057
RNF146,0.356024143,0.112423039,0.847299844,0.280443581
MRPS28,0.355938943,0.283855394,0.837861511,0.611585084
NDUFB5,0.355749886,0.430528349,0.725226312,0.777239746
F13A1,0.355689222,0.282638465,0.932410776,0.837705746
SCAMP3,0.355418861,0.586774212,0.511750590,0.664193881
GHDC,0.355322964,0.514392664,0.773151198,0.937813716
PPP1R7,0.355246290,0.485601785,0.483420316,0.545968774
EI24,0.355068462,0.423650629,0.875415135,0.952894022
PRTN3,0.354756519,0.450175246,0.729776221,0.798324321
RAVER1,0.354596518,0.434890414,0.256106457,0.238326362
ADGRA2,0.354505515,0.114075176,0.708790636,0.183877896
TUB,0.354481933,0.073962890,0.856052445,0.208809901
NDUFAF4,0.354469159,0.384996988,0.850593536,0.876617851
RIPK4,0.354446826,0.343331843,0.863762580,0.840116790
SERTAD2,0.354413079,0.050215611,0.945575769,0.268607550
GDF1,0.354142929,0.322196697,0.878525287,0.883289249
TFAP2A,0.354132233,0.416691216,0.774619191,0.815222389
MAGEL2,0.354092039,0.511836681,0.409190780,0.495397045
KCNU1,0.354030086,0.296029874,0.812200678,0.711713017
BIVM,0.353998020,0.390785333,0.744146754,0.705371357
CDC6,0.353851502,0.420101749,0.837953681,0.945310600
MYH1,0.353774577,0.521998335,0.669217279,0.792059390
G3BP1,0.353764588,0.173856094,0.842666385,0.553961166
CCDC106,0.353705900,0.403671447,0.855961683,0.886804804
SULT2B1,0.353592602,0.494155874,0.829526245,0.968813825
ATP5G3,0.353525874,0.437098704,0.532826035,0.512705169
KLRC3,0.353435992,0.510912514,0.782999998,0.953950216
SH3D19,0.353434891,0.503589093,0.673299034,0.771836590
BNIP2,0.353181354,0.255568432,0.293428890,0.130531102
HAGH,0.352954786,0.561943226,0.685288048,0.887693785
ZNF471,0.352934521,0.507590687,0.764923138,0.924995520
ATAD3A,0.352829450,0.534464982,0.548284375,0.614101631
MTHFD2,0.352703821,0.630597703,0.533882664,0.814699054
SH2D5,0.352637072,0.211892189,0.749675928,0.531097620
FRAT2,0.352623823,0.214368903,0.624572090,0.347892533
TXNDC9,0.352374799,0.556928241,0.666094123,0.851744038
MSH2,0.351970887,0.245785944,0.881878866,0.639388580
KIAA0930,0.351857283,0.290270184,0.688557528,0.428061740
XKR9,0.351846514,0.495343011,0.533640345,0.562017148
RAB39A,0.351704131,0.447353285,0.803892885,0.910750546
ERI3,0.351647428,0.571121360,0.684134007,0.900938173
C1QC,0.351570229,0.277611229,0.744926663,0.496851132
NEUROD2,0.351545982,0.519577623,0.705236647,0.834585159
RPRM,0.351449358,0.139493257,0.533886914,0.131734751
LTBP3,0.351127336,0.203019142,0.559732676,0.223346525
PXMP2,0.350915800,0.145876297,0.891120266,0.417653499
LOC100130370,0.350711175,0.370590410,0.768196207,0.710783011
ABLIM1,0.350681156,0.147510232,0.796626397,0.286543273
NUTM2G,0.350625875,0.485502890,0.463917273,0.510770169
CREB3L2,0.350402882,0.576789480,0.650483286,0.843167402
N4BP1,0.350317420,0.378949898,0.708322461,0.711236654
PHF2,0.350165526,0.522913296,0.657172667,0.844562958
PSMD3,0.350155075,0.353764889,0.739587746,0.647114586
SPRR2A,0.350105631,0.286692892,0.876282001,0.779960595
PSME4,0.350098708,0.327071108,0.861154482,0.820594778
SVIL,0.349948910,0.341305352,0.765277006,0.744887048
KRTAP19-3,0.349926548,0.173007903,0.927493086,0.557458165
OR52B2,0.349920739,0.400473241,0.721532378,0.803711452
NDUFAF1,0.349847824,0.507375831,0.739182684,0.863730363
LRRC8E,0.349817005,0.335888331,0.919000026,0.896749527
KRAS,0.349732852,0.309460283,0.709249187,0.534085969
C6orf62,0.349702056,0.663280767,0.647061010,0.947283570
APOC4,0.349604060,0.293889319,0.853230835,0.672183133
TRIP11,0.349560831,0.115290111,0.805252525,0.262154619
SLC9A5,0.349534704,0.403593958,0.705780755,0.663536580
CCDC88A,0.349218818,0.447384109,0.794435403,0.864348922
CDC42BPA,0.349196206,0.484024485,0.843306415,0.975483944
C19orf25,0.349168993,0.346327683,0.905620483,0.906269909
RGPD1,0.349135929,0.131991779,0.697969364,0.234693510
ZNF454,0.349044583,0.127769879,0.496631332,0.101039877
ZC3H18,0.348989661,0.278324342,0.856391490,0.636761520
OR10Q1,0.348958052,0.481163273,0.764739831,0.875520703
AIDA,0.348942393,0.224268453,0.916920862,0.723692528
OSTM1,0.348933487,0.361130724,0.803406619,0.779711124
ZNF140,0.348904754,0.315078105,0.745324590,0.562296666
NRTN,0.348889494,0.353600655,0.866947233,0.866887195
BCL2L12,0.348736657,0.496207171,0.639008055,0.745444657
NEK5,0.348652107,0.173756969,0.590218435,0.197477350
ATF6B,0.348603720,0.246750233,0.931735423,0.786799731
NMNAT1,0.348493924,0.366402273,0.535312099,0.451775428
NFKBIE,0.348227516,0.167436520,0.719684507,0.278985456
SGMS2,0.348173250,0.592876149,0.722969595,0.972473188
TSNAXIP1,0.348098196,0.405420023,0.779101428,0.791975898
KIAA1467,0.348080074,0.391884837,0.833527938,0.817141019
DNAJB5,0.347930292,0.451009937,0.671393732,0.769222975
TMEM109,0.347583117,0.526836176,0.677079915,0.812781942
NDUFA5,0.347570040,0.331310157,0.661050787,0.495133361
TTC9C,0.347565508,0.260403874,0.715560800,0.483194564
SERPINB10,0.347564717,0.114545186,0.739182650,0.194632150
OR51F1,0.347528081,0.468852439,0.811320497,0.932660475
HP1BP3,0.347516676,0.504997425,0.808752981,0.972615738
CMTM1,0.347274640,0.411210220,0.833219585,0.859477410
CCSER1,0.347271757,0.183495848,0.916204987,0.666567915
CIRBP,0.347222899,0.278105059,0.897887990,0.748574912
PKIA,0.347200459,0.310063425,0.296764059,0.170947813
CYP27C1,0.347152641,0.257410144,0.272033108,0.105876036
RTP3,0.347136991,0.283985720,0.603764625,0.377429892
TCEB3B,0.347031872,0.561435149,0.756184602,0.962009590
ACKR4,0.346999696,0.175768992,0.574772589,0.193902610
TMEM258,0.346910886,0.416060556,0.611826255,0.550913806
OR6C68,0.346890416,0.322108205,0.757168230,0.588445282
IL10RA,0.346867574,0.341388696,0.879750449,0.856367422
LRRC8A,0.346725563,0.278311967,0.888859875,0.712098118
OR4D5,0.346724506,0.179341562,0.695590539,0.290252088
OR6C65,0.346488605,0.486964212,0.770750604,0.906982383
ZSCAN25,0.346392880,0.209738062,0.898991651,0.596158680
LOC100505549,0.346122054,0.469401094,0.602191778,0.604514913
OGFRL1,0.346082927,0.664347630,0.608805857,0.925945700
PJA2,0.346032822,0.300520604,0.916347476,0.859594528
ERCC6,0.345931698,0.295206662,0.930084563,0.853317969
GUCY2F,0.345696450,0.303746760,0.844337031,0.682810605
SNX21,0.345690112,0.133982533,0.409420844,0.098906441
C19orf67,0.345648805,0.352606750,0.888595346,0.903585988
PTCD3,0.345648427,0.134894358,0.780486270,0.325307573
IGSF23,0.345627538,0.568974532,0.784193243,0.991424182
PSMF1,0.345624058,0.176288019,0.870837627,0.478619067
SETDB1,0.345597733,0.468872305,0.686565771,0.807529272
MPPED2,0.345534557,0.509380124,0.747547383,0.905142512
TMEM216,0.345434203,0.502885633,0.782908748,0.957027892
IFT27,0.345387555,0.105659163,0.927350163,0.344807299
AIF1L,0.345310044,0.364418005,0.702658243,0.618817757
SYTL5,0.345232762,0.345206863,0.840264214,0.779307195
PRSS37,0.345116865,0.239425003,0.873722984,0.659555578
BMPR2,0.344989230,0.632927794,0.716994763,0.987107118
ICAM1,0.344923883,0.324894448,0.923983542,0.886031067
UBE2V1,0.344863452,0.454024486,0.745685963,0.849316781
S1PR2,0.344741243,0.475755172,0.808645024,0.942118893
MRPS35,0.344668135,0.173666057,0.939335803,0.579439600
RFX2,0.344637998,0.315759835,0.597146325,0.381474791
CBWD1,0.344509191,0.424227532,0.542815718,0.490396520
NUP107,0.344424657,0.364100912,0.788054631,0.714215522
RPA1,0.344237325,0.276114593,0.791796873,0.567950728
SRMS,0.344006015,0.398549887,0.744131478,0.730683950
C1QA,0.343882338,0.398151614,0.849469207,0.929036132
PFN4,0.343744932,0.151742677,0.891971353,0.512549151
KLRC4,0.343560962,0.382310774,0.562082495,0.471351461
ENTPD3,0.343467638,0.499366431,0.747659060,0.903236147
PRMT9,0.343373619,0.365727749,0.720305272,0.683397959
WDR62,0.343259742,0.273213740,0.742015791,0.498736874
C7orf50,0.343225509,0.244285932,0.702717418,0.496084080
GAPVD1,0.343001716,0.359551190,0.713144219,0.727932229
OR5M3,0.342858550,0.229950946,0.939367386,0.759317065
CNGB1,0.342777112,0.232406491,0.932554398,0.763630053
SIAH1,0.342732936,0.296647293,0.931833113,0.855038312
AAED1,0.342618467,0.275130093,0.680249628,0.424543289
JMJD7-PLA2G4B,0.342531774,0.350329594,0.859162017,0.863956698
ETS2,0.342402548,0.556412133,0.803195325,0.994796236
HBA2,0.342293286,0.472257334,0.358593395,0.358021526
JAK1,0.342254940,0.056070066,0.857611578,0.196072695
OR2F2,0.342107860,0.401517261,0.849143496,0.869257774
MATN4,0.342059450,0.342795344,0.863828624,0.834338208
IL1RAP,0.342008520,0.538314684,0.374949336,0.424599960
SLC7A4,0.341900081,0.354169564,0.603398111,0.434966672
DNAH8,0.341870762,0.211253219,0.875110266,0.568518609
OR10X1,0.341843639,0.211447003,0.867136861,0.588383196
GBP3,0.341783209,0.079527955,0.794408200,0.186972518
GATC,0.341772662,0.627369462,0.720894707,0.989947809
PCDHGC4,0.341763609,0.616136142,0.662314875,0.938506222
EPRS,0.341690150,0.308472710,0.777589000,0.581207214
PPIAL4A,0.341682166,0.518636179,0.343837156,0.344789101
ABT1,0.341676639,0.328287195,0.874291109,0.810859134
ATP13A3,0.341613299,0.455116689,0.846830292,0.954363385
BCL2L10,0.341462063,0.210975521,0.837962094,0.481897771
TRNAU1AP,0.341409039,0.420562130,0.676833189,0.681599145
FCRLA,0.341388932,0.416579212,0.800135228,0.893078988
MVB12B,0.341377213,0.409448834,0.705694308,0.660171647
OR4D2,0.341274691,0.531115337,0.605145758,0.757492359
TREM1,0.341193671,0.370419132,0.721151331,0.624405216
PRAMEF1,0.341126463,0.354443546,0.564352418,0.417965821
SPTAN1,0.340844414,0.523417134,0.666367396,0.823470203
SH2D1B,0.340742260,0.387519736,0.898604415,0.938035676
LYRM1,0.340581110,0.310865259,0.669954475,0.464082664
HTRA3,0.340566087,0.367173143,0.832276491,0.854541455
